,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
2293,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smith, Amber",Something Like Gravity
2294,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Lyon, George Ella",Sonny's House of Spies
2295,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Newman, Lesléa",Sparkle Boy
2296,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Walden, Tillie",Spinning
2297,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Jacobson, Jennifer Richard",Stained
2298,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America
2299,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Dee, Barbara",Star-Crossed
2300,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Crutcher, Chris",Staying Fat for Sarah Byrnes
2301,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Smith, Andrew",Stick
2302,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Cronn-Mills, Kirstin",Striving for Equality: LGBTQ Athletes Claim the Field
2303,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Ford, Michael Thomas",Suicide Notes
2304,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Garvin, Jeff",Symptoms of Being Human
2305,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Lange, Donna",Taking Responsibility: A Teen's Guide to Contraception and Pregnancy
2306,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Floreen, Tim",Tattoo Atlas
2307,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hudson Jr., David L.",Teen Legal Rights
2308,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Cassedy, Patrice",Teen Pregnancy
2309,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Parks, Peggy J.",Teenage Sex and Pregnancy
2310,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Marcovitz, Hal",Teens & Sex
2311,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Nardo, Don",Teens and Gender Dysphoria
2312,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Farizan, Sara",Tell Me Again How a Crush Should Feel
2313,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Franklin, Emily",Tessa Masterson Will Go to Prom
2314,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Slater, Dashka",The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives
2315,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Farrell, Courtney",The Abortion Debate (Essential Viewpoints)
2316,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Haney, Johannah",The Abortion Debate: Understanding the Issues (Issues in Focus Today)
2317,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Agell, Charlotte",The Accidental Adventures of India McAllister
2318,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Williamson, Lisa",The Art of Being Normal
2319,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Duyvis, Corinne",The Art of Saving the World
2320,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blackall, Sophie",The Baby Tree
2321,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Peck, Richard",The Best Man
2322,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hinebaugh, Olivia","The Birds, the Bees, and You and Me"
2323,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Atta, Dean",The Black Flamingo
2324,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Popović, Lana",The Blood Countess (Lady Slayers Series)
2325,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Johnson, Cathy G.",The Breakaways
2326,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Konigsberg, Bill",The Bridge
2327,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Irving, John",The Cider House Rules
2328,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Styron, William",The Confessions of Nat Turner
2329,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Klehr, Dawn",The Cutting Room Floor
2330,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Woodson, Jacqueline",The Dear One
2331,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smith, Niki",The Deep & Dark Blue
2332,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Grehan, Meg",The Deepest Breath
2333,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Herman, Christine Lynn",The Devouring Gray (The Devouring Gray Series)
2334,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"George, Madeleine",The Difference Between You and Me
2335,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Lee, Stacey",The Downstairs Girl
2336,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Skrutskie, Emily",The Edge of the Abyss (The Abyss Surrounds Us Series)
2337,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"George, Elizabeth",The Edge of the Water (Whidbey Island Saga Series)
2338,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Karre, Elizabeth",The Fight (Surviving Southside Series)
2339,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Stevenson, Noelle",The Fire Never Goes Out: A Memoir in Pictures
2340,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Hutchinson, Shaun David",The Five Stages of Andrew Brawley
2341,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Karcz, Lauren",The Gallery of Unfinished Girls
2342,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"de Robertis, Carolina",The Gods of Tango
2343,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Stamper, Phil",The Gravity of Us
2344,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Federle, Tim",The Great American Whatever
2345,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Villasante, Alexandra",The Grief Keeper
2346,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale
2347,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Atwood, Margaret",The Handmaid's Tale: The Graphic Novel
2348,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Shaw, Tucker",The Hookup Artist
2349,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Woodson, Jacqueline",The House You Pass on the Way
2350,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Harmon, Michael",The Last Exit to Normal
2351,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Scholinski, Daphne",The Last Time I Wore a Dress
2352,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smith, Amber",The Last to Let Go
2353,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Lurie, April",The Less-dead
2354,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.",The LGBT Community
2355,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Khan, Sabina",The Love and Lies of Rukhsana Ali
2356,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Talley, Robin",The Love Curse of Melody McIntyre
2357,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Dietrich, Cale",The Love Interest
2358,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Nguyen, Trung Le",The Magic Fish
2359,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Brown, Jaye Robin",The Meaning of Birds
2360,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blake, Ashley Herring",The Mighty Heart of Sunny St. James
2361,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"De Medeiros, James",The Migration North
2362,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Danforth, Emily M.",The Miseducation of Cameron Post
2363,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Salazar, Aida",The Moon Within
2364,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Konigsberg, Bill",The Music of What Happens
2365,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Alexander, Michelle",The New Jim Crow: Mass Incarceration in the Age of Colorblindness
2366,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hennessey, M. G.",The Other Boy
2367,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Clarke, Cat",The Pants Project
2368,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hutchinson, Shaun David",The Past and Other Things That Should Stay Buried
2369,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Schaeffer, Teresa",The Questions Within (Cutting Edge Series)
2370,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Clare, Cassandra",The Red Scrolls of Magic
2371,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bick, Ilsa J.",The Sin-Eater's Confession
2372,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Petrus, Junauda",The Stars and the Blackness Between Them
2373,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Spalding, Amy",The Summer of Jordi Perez (And the Best Burger in Los Angeles)
2374,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Finneyfrock, Karen",The Sweet Revenge of Celia Door
2375,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"McCoy, Kathy",The Teenage Body Book
